avg,avg_err,chi2,dof,rchi2
rates,0.12935,0.001199,6.3244,7,0.90349
yields,15.051,0.15962,11.294,7,1.6135
theta,8.466,0.012424,1.8231,7,0.26044
q2,0.028327,8.2468e-05,2.323,7,0.33186
asym,0.010082,0.00090472,9.5907,7,1.3701
