avg,avg_err,chi2,dof,rchi2
rates,0.20714,0.002458,8.0103,7,1.1443
yields,26.853,0.34638,3.7438,7,0.53483
theta,8.5145,0.015755,2.5925,7,0.37035
q2,0.029185,0.0001077,6.7325,7,0.96178
asym,0.0081414,0.001116,6.6597,7,0.95138
