md,rates,rates_err,yields,yields_err,theta,theta_err,q2,q2_err,asym,asym_err
1,1.1293,0.013575,145.64,1.8573,7.5788,0.010298,0.023792,6.8477e-05,2.0949,0.0055475
2,1.1066,0.013327,141.91,1.8171,7.5882,0.010368,0.023925,6.9049e-05,2.1039,0.0056122
3,1.1353,0.013594,147.27,1.8703,7.5768,0.010296,0.02382,6.8574e-05,2.0964,0.0055597
4,1.1698,0.014077,150,1.9124,7.5669,0.010333,0.023646,6.8316e-05,2.0838,0.005482
5,1.1937,0.01429,153.21,1.9382,7.5668,0.010236,0.023506,6.7784e-05,2.0696,0.0055307
6,1.2148,0.014474,158.01,2.0085,7.5744,0.010258,0.023499,6.7823e-05,2.0674,0.0055337
7,1.2104,0.014374,157.35,1.9957,7.5779,0.010169,0.023545,6.716e-05,2.0724,0.0054825
8,1.2045,0.015166,153.68,1.9775,7.5508,0.011087,0.023516,7.2278e-05,2.076,0.0054726
