avg,avg_err,chi2,dof,rchi2
rates,0.00091036,4.7568e-06,33.817,7,4.8309
yields,0.11593,0.00063824,43.776,7,6.2536
theta,7.3098,0.0035959,10.49,7,1.4986
q2,0.021961,2.3193e-05,28.505,7,4.0721
asym,1.8837,0.001281,39.237,7,5.6053
