avg,avg_err,chi2,dof,rchi2
rates,0.00089525,2.3336e-06,10.532,7,1.5045
yields,0.11439,0.00032761,24.423,7,3.489
theta,8.7101,0.0034927,31.289,7,4.4699
q2,0.031426,2.529e-05,98.135,7,14.019
asym,2.8037,0.0022438,98.823,7,14.118
