avg,avg_err,chi2,dof,rchi2
rates,0.0014431,4.7384e-06,32.942,7,4.706
yields,0.18743,0.00065913,24.816,7,3.5452
theta,8.0647,0.0038278,10.012,7,1.4303
q2,0.026864,2.6604e-05,41.585,7,5.9407
asym,2.3957,0.0023628,41.283,7,5.8976
