avg,avg_err,chi2,dof,rchi2
rates,0.0009483,4.3767e-06,166.3,7,23.758
yields,0.10354,0.00052615,180.93,7,25.847
theta,7.7475,0.0038547,43.623,7,6.2319
q2,0.024647,2.6031e-05,94.578,7,13.511
asym,2.0874,0.0021686,95.954,7,13.708
