avg,avg_err,chi2,dof,rchi2
rates,0.021752,6.3088e-05,15.182,7,2.1689
yields,2.8778,0.009087,21.404,7,3.0577
theta,8.3233,0.0034885,11.179,7,1.5969
q2,0.028686,2.4583e-05,19.56,7,2.7943
asym,2.5585,0.0021828,19.927,7,2.8468
