avg,avg_err,chi2,dof,rchi2
rates,0.0030289,8.6368e-06,18.422,7,2.6318
yields,0.38255,0.0011876,12.661,7,1.8088
theta,8.411,0.0035874,21.145,7,3.0207
q2,0.0293,2.5565e-05,91.598,7,13.085
asym,2.613,0.002269,87.346,7,12.478
