avg,avg_err,chi2,dof,rchi2
rates,0.0013405,3.8958e-06,17.502,7,2.5002
yields,0.17718,0.00055814,16.212,7,2.316
theta,8.3333,0.0036167,2.8762,7,0.41088
q2,0.028716,2.5518e-05,45.719,7,6.5313
asym,2.5612,0.0022651,48.023,7,6.8605
