avg,avg_err,chi2,dof,rchi2
rates,0.0030721,8.7298e-06,25.456,7,3.6365
yields,0.40824,0.0012601,28.401,7,4.0573
theta,8.399,0.0036176,5.1105,7,0.73007
q2,0.029265,2.573e-05,38.747,7,5.5353
asym,2.6099,0.0022848,37.714,7,5.3878
