avg,avg_err,chi2,dof,rchi2
rates,0.00015264,8.7009e-07,116.35,7,16.622
yields,0.016303,0.00010266,139.24,7,19.891
theta,7.501,0.0037815,20.563,7,2.9375
q2,0.022826,2.4133e-05,65.133,7,9.3047
asym,2.2434,0.0023434,58.899,7,8.4142
