avg,avg_err,chi2,dof,rchi2
rates,0.0028008,8.1673e-06,47.299,7,6.757
yields,0.3341,0.0010699,97.28,7,13.897
theta,8.4809,0.0035975,28.422,7,4.0603
q2,0.029729,2.5806e-05,89.637,7,12.805
asym,2.6493,0.0022874,85.108,7,12.158
