avg,avg_err,chi2,dof,rchi2
rates,0.0030816,8.7499e-06,14.873,7,2.1247
yields,0.40393,0.0012455,14.931,7,2.1331
theta,8.3947,0.003604,2.7841,7,0.39773
q2,0.029223,2.5614e-05,27.782,7,3.9688
asym,2.6067,0.0022732,26.892,7,3.8417
