avg,avg_err,chi2,dof,rchi2
rates,0.13038,0.0011997,8.9005,7,1.2715
yields,15.357,0.16216,4.2256,7,0.60366
theta,8.471,0.012334,6.4522,7,0.92175
q2,0.02833,8.16e-05,12.481,7,1.7831
asym,0.0098795,0.00086217,7.5657,7,1.0808
