avg,avg_err,chi2,dof,rchi2
rates,0.0030668,8.717e-06,11.332,7,1.6188
yields,0.40697,0.0012582,17.061,7,2.4373
theta,8.4028,0.0036215,6.6787,7,0.9541
q2,0.029291,2.5754e-05,20.276,7,2.8965
asym,2.6125,0.0022862,20.815,7,2.9736
