avg,avg_err,chi2,dof,rchi2
rates,0.021636,6.2852e-05,10.39,7,1.4842
yields,2.8926,0.0091421,7.7086,7,1.1012
theta,8.3296,0.0035104,7.0352,7,1.005
q2,0.028745,2.4754e-05,19.249,7,2.7499
asym,2.564,0.0021978,18.793,7,2.6847
