avg,avg_err,chi2,dof,rchi2
rates,0.0095393,3.5664e-05,35.604,7,5.0862
yields,1.2548,0.0050096,36.044,7,5.1491
theta,7.7794,0.0036279,2.8719,7,0.41027
q2,0.025042,2.4568e-05,35.841,7,5.1202
asym,-2.234,0.0021774,33.971,7,4.853
