avg,avg_err,chi2,dof,rchi2
rates,0.006554,1.8952e-05,24.479,7,3.497
yields,0.82298,0.0026039,36.9,7,5.2714
theta,8.3669,0.0034725,8.8049,7,1.2578
q2,0.028981,2.4615e-05,54.475,7,7.7822
asym,2.5844,0.0021849,52.846,7,7.5494
