md,rates,rates_err,yields,yields_err,theta,theta_err,q2,q2_err,asym,asym_err
1,0.0016772,2.6394e-05,0.20958,0.0033426,7.2876,0.01126,0.021943,7.0792e-05,1.9204,0.0036992
2,0.0016429,2.3901e-05,0.20653,0.00319,7.3118,0.0099694,0.022147,6.382e-05,1.9274,0.0037434
3,0.0016273,2.3224e-05,0.20428,0.0030795,7.3284,0.0096212,0.022199,6.2165e-05,1.9318,0.0035963
4,0.0016505,2.3376e-05,0.20528,0.0030571,7.3424,0.0094637,0.022174,6.1043e-05,1.9297,0.0035418
5,0.001723,2.4509e-05,0.21806,0.0032838,7.3369,0.0096428,0.022002,6.2009e-05,1.9184,0.0036273
6,0.001772,2.5422e-05,0.22391,0.0033877,7.3269,0.0097541,0.021889,6.2281e-05,1.9144,0.0035154
7,0.0018007,2.5523e-05,0.22706,0.0034431,7.3145,0.0095653,0.021841,6.1233e-05,1.9074,0.0035908
8,0.001726,2.6294e-05,0.21516,0.0038901,7.3044,0.010671,0.02191,6.7351e-05,1.9168,0.0035897
