avg,avg_err,chi2,dof,rchi2
rates,0.0009004,2.3412e-06,19.744,7,2.8206
yields,0.1207,0.00034443,17.575,7,2.5107
theta,8.7133,0.0035226,7.7588,7,1.1084
q2,0.031489,2.5477e-05,48.634,7,6.9477
asym,2.8087,0.0022618,46.955,7,6.7078
