md,rates,rates_err,yields,yields_err,theta,theta_err,q2,q2_err,asym,asym_err
1,0.00086433,1.2737e-05,0.11049,0.0017234,7.3151,0.01008,0.022112,6.5423e-05,1.8933,0.0036033
2,0.0008255,1.3528e-05,0.10636,0.0018309,7.2997,0.011944,0.022126,7.5935e-05,1.9034,0.0036464
3,0.00083409,1.2251e-05,0.1063,0.0016741,7.3309,0.010024,0.022237,6.5631e-05,1.8997,0.0036307
4,0.00089147,1.3006e-05,0.11366,0.0017501,7.3175,0.0099226,0.022049,6.4348e-05,1.8897,0.0035452
5,0.00093445,1.3777e-05,0.12093,0.0018867,7.3068,0.010166,0.021875,6.5289e-05,1.8779,0.0035932
6,0.00093426,1.3831e-05,0.12092,0.0018998,7.3054,0.010174,0.021787,6.5447e-05,1.8684,0.003721
7,0.0009108,1.3412e-05,0.11561,0.0018089,7.3189,0.010068,0.021901,6.5026e-05,1.877,0.0036635
8,0.00092484,1.8403e-05,0.11753,0.0021161,7.2606,0.015415,0.021713,9.3913e-05,1.8795,0.0036113
