avg,avg_err,chi2,dof,rchi2
rates,0.015089,4.2e-05,17.109,7,2.4441
yields,2.0133,0.0061148,20.331,7,2.9044
theta,8.4476,0.003495,8.1034,7,1.1576
q2,0.029573,2.487e-05,52.865,7,7.5521
asym,2.6374,0.0022076,52.495,7,7.4993
