avg,avg_err,chi2,dof,rchi2
rates,0.0016911,8.6461e-06,34.986,7,4.998
yields,0.21227,0.0011394,33.437,7,4.7767
theta,7.3245,0.0034793,5.906,7,0.84372
q2,0.022044,2.2332e-05,41.225,7,5.8893
asym,1.9223,0.0012677,52.806,7,7.5437
