avg,avg_err,chi2,dof,rchi2
rates,0.0013428,5.7793e-06,35.311,7,5.0445
yields,0.17336,0.0007954,35.371,7,5.053
theta,7.5498,0.0036046,3.6794,7,0.52563
q2,0.023499,2.3784e-05,39.061,7,5.5801
asym,1.9871,0.0020036,37.245,7,5.3207
