avg,avg_err,chi2,dof,rchi2
rates,0.021396,6.235e-05,43.146,7,6.1637
yields,2.7073,0.008624,50.199,7,7.1713
theta,8.338,0.0034637,24.062,7,3.4374
q2,0.028747,2.4459e-05,88.814,7,12.688
asym,2.5642,0.0021711,87.629,7,12.518
