md,rates,rates_err,yields,yields_err,theta,theta_err,q2,q2_err,asym,asym_err
1,0.038765,0.00058501,5.0213,0.081224,7.3071,0.010848,0.02207,7.1291e-05,1.828,0.0034461
2,0.038855,0.00082353,4.9475,0.14094,7.246,0.017241,0.021839,0.00010717,1.8248,0.0036682
3,0.039091,0.00069855,4.9548,0.092999,7.2788,0.013771,0.021968,8.78e-05,1.8162,0.0045668
4,0.0405,0.00060283,5.1008,0.080218,7.2997,0.010648,0.021936,7.0101e-05,1.8177,0.0034602
5,0.04202,0.00064568,5.3163,0.085954,7.2809,0.01109,0.02171,7.1989e-05,1.8065,0.0034767
6,0.042254,0.00063143,5.3883,0.085962,7.2957,0.010555,0.021722,6.8903e-05,1.8042,0.003435
7,0.042641,0.00063181,5.3799,0.084443,7.2928,0.010422,0.021733,6.8053e-05,1.8057,0.0033904
8,0.041019,0.0006325,5.2433,0.085735,7.2815,0.011189,0.021786,7.2923e-05,1.8105,0.0035159
