avg,avg_err,chi2,dof,rchi2
rates,0.00090318,2.3456e-06,5.8045,7,0.82921
yields,0.12144,0.00034575,16.883,7,2.4119
theta,8.7115,0.0035223,11.898,7,1.6997
q2,0.031487,2.5466e-05,52.67,7,7.5243
asym,2.8086,0.0022603,50.627,7,7.2324
