avg,avg_err,chi2,dof,rchi2
rates,0.0015645,4.0909e-06,13.746,7,1.9638
yields,0.21051,0.00060485,10.445,7,1.4922
theta,8.6765,0.0034202,6.3038,7,0.90054
q2,0.031107,2.4589e-05,59.842,7,8.5489
asym,2.7744,0.0021828,60.315,7,8.6165
