avg,avg_err,chi2,dof,rchi2
rates,0.014967,4.181e-05,11.862,7,1.6946
yields,2.0036,0.0061024,10.409,7,1.4869
theta,8.4507,0.0035145,4.9558,7,0.70797
q2,0.029608,2.5002e-05,31.754,7,4.5363
asym,2.6405,0.0022187,34.332,7,4.9045
