avg,avg_err,chi2,dof,rchi2
rates,0.011739,6.4808e-05,57.975,7,8.2822
yields,1.4218,0.0081345,49.476,7,7.0679
theta,7.2968,0.0039606,16.326,7,2.3323
q2,0.021876,2.5804e-05,43.866,7,6.2665
asym,1.8614,0.0012189,94.276,7,13.468
