avg,avg_err,chi2,dof,rchi2
rates,0.00084903,4.4005e-06,64.391,7,9.1987
yields,0.099875,0.00054715,77.649,7,11.093
theta,7.3559,0.0035348,14.205,7,2.0293
q2,0.022209,2.301e-05,39.84,7,5.6914
asym,1.9015,0.0012626,57.155,7,8.165
