avg,avg_err,chi2,dof,rchi2
rates,0.011666,6.1884e-05,79.095,7,11.299
yields,1.4821,0.008347,68.866,7,9.838
theta,7.2928,0.0037757,17.634,7,2.5192
q2,0.021877,2.4749e-05,66.346,7,9.478
asym,1.8566,0.0012433,95.993,7,13.713
