avg,avg_err,chi2,dof,rchi2
rates,0.00029405,1.3606e-06,52.981,7,7.5687
yields,0.037877,0.00018241,47.12,7,6.7315
theta,7.5652,0.0041192,15.291,7,2.1844
q2,0.023576,2.7361e-05,65.926,7,9.418
asym,2.3622,0.0025393,46.133,7,6.5905
