avg,avg_err,chi2,dof,rchi2
rates,1.1624,0.0049158,86.273,7,12.325
yields,147.25,0.65926,96.241,7,13.749
theta,7.5826,0.0036298,15.182,7,2.1689
q2,0.02371,2.4058e-05,63.71,7,9.1015
asym,2.0875,0.0019521,66.656,7,9.5223
