avg,avg_err,chi2,dof,rchi2
rates,0.0067099,1.9273e-05,25.518,7,3.6454
yields,0.87058,0.0027207,27.083,7,3.8691
theta,8.3458,0.0034988,2.2193,7,0.31704
q2,0.02887,2.4739e-05,43.74,7,6.2486
asym,2.5749,0.0021961,42.075,7,6.0107
