avg,avg_err,chi2,dof,rchi2
rates,0.0030587,8.697e-06,12.141,7,1.7345
yields,0.40758,0.0012592,12.139,7,1.7341
theta,8.4079,0.0036287,4.791,7,0.68443
q2,0.029334,2.5819e-05,46.75,7,6.6786
asym,2.616,0.0022921,45.479,7,6.4969
