avg,avg_err,chi2,dof,rchi2
rates,0.0067182,1.9275e-05,10.65,7,1.5215
yields,0.89411,0.0027939,12.662,7,1.8088
theta,8.3482,0.0034989,4.8237,7,0.6891
q2,0.028903,2.4755e-05,46.808,7,6.6869
asym,2.5781,0.0021976,46.695,7,6.6707
