avg,avg_err,chi2,dof,rchi2
rates,1.1671,0.0049379,22.469,7,3.2099
yields,150.85,0.67702,23.317,7,3.331
theta,7.5785,0.0036318,9.3319,7,1.3331
q2,0.023692,2.4084e-05,34.032,7,4.8617
asym,2.0853,0.0019508,36.434,7,5.2048
