avg,avg_err,chi2,dof,rchi2
rates,0.0096457,3.5806e-05,35.759,7,5.1084
yields,1.2565,0.0049778,38.936,7,5.5623
theta,7.7773,0.0035779,13.463,7,1.9233
q2,0.025018,2.4244e-05,55.307,7,7.901
asym,-2.2314,0.002154,55.399,7,7.9141
