avg,avg_err,chi2,dof,rchi2
rates,0.0028707,7.6458e-06,12.973,7,1.8534
yields,0.38001,0.0011092,9.8456,7,1.4065
theta,8.5967,0.0034627,12.593,7,1.7991
q2,0.030534,2.4788e-05,64.614,7,9.2306
asym,2.7236,0.0022005,66.367,7,9.481
