avg,avg_err,chi2,dof,rchi2
rates,0.00012382,7.8819e-07,120.57,7,17.225
yields,0.012798,9.0385e-05,117.93,7,16.847
theta,7.5454,0.0043273,5.0251,7,0.71787
q2,0.023002,2.8202e-05,35.932,7,5.1331
asym,2.2602,0.0027147,32.469,7,4.6385
