avg,avg_err,chi2,dof,rchi2
rates,0.0014508,4.7675e-06,24.21,7,3.4586
yields,0.1891,0.00066443,33.512,7,4.7874
theta,8.0586,0.0038373,1.9277,7,0.27539
q2,0.026826,2.667e-05,32.413,7,4.6305
asym,2.3936,0.0023618,34.483,7,4.9262
