avg,avg_err,chi2,dof,rchi2
rates,0.039409,0.00021208,74.111,7,10.587
yields,5.0261,0.02861,60.853,7,8.6933
theta,7.3016,0.0038617,10.179,7,1.4542
q2,0.021947,2.5308e-05,46.756,7,6.6794
asym,1.8176,0.0012396,70.897,7,10.128
