avg,avg_err,chi2,dof,rchi2
rates,0.00080245,2.1789e-06,73.793,7,10.542
yields,0.094203,0.00028367,159.28,7,22.755
theta,8.8042,0.0035298,45.329,7,6.4756
q2,0.032008,2.5817e-05,112.54,7,16.077
asym,2.8524,0.0022861,109.38,7,15.626
