avg,avg_err,chi2,dof,rchi2
rates,0.0028564,7.6209e-06,7.0202,7,1.0029
yields,0.38213,0.0011175,5.7419,7,0.82027
theta,8.6027,0.0034779,1.6897,7,0.24139
q2,0.030594,2.4906e-05,22.815,7,3.2593
asym,2.729,0.0022109,22.938,7,3.2768
