avg,avg_err,chi2,dof,rchi2
rates,0.008086,3.1016e-05,139.91,7,19.988
yields,0.9273,0.0038687,159.31,7,22.759
theta,7.904,0.0036118,33.967,7,4.8525
q2,0.025761,2.4782e-05,86.604,7,12.372
asym,-2.2949,0.0021973,83.787,7,11.97
