avg,avg_err,chi2,dof,rchi2
rates,0.00089995,5.7209e-06,141.03,7,20.148
yields,0.092231,0.00064357,163.51,7,23.358
theta,7.5515,0.004671,19.011,7,2.7159
q2,0.023312,3.0935e-05,53.617,7,7.6596
asym,2.0087,0.0016038,69.819,7,9.9741
