avg,avg_err,chi2,dof,rchi2
rates,0.0041565,3.5336e-05,8.6622,7,1.2375
yields,0.11033,0.0013142,10.067,7,1.4382
theta,9.3891,0.012969,13.789,7,1.9699
q2,0.029174,8.1397e-05,10.024,7,1.432
asym,-0.3614,0.0012134,15.106,7,2.158
