avg,avg_err,chi2,dof,rchi2
rates,0.0026838,8.0742e-06,42.994,7,6.142
yields,0.35215,0.0011429,31.085,7,4.4407
theta,8.2444,0.0036853,11.062,7,1.5803
q2,0.028101,2.5894e-05,62.001,7,8.8573
asym,2.5064,0.0022986,61.887,7,8.841
