avg,avg_err,chi2,dof,rchi2
rates,0.001334,5.7194e-06,31.23,7,4.4614
yields,0.16647,0.00075529,36.636,7,5.2337
theta,7.5597,0.0035777,8.4862,7,1.2123
q2,0.023548,2.3649e-05,31.109,7,4.4441
asym,1.9912,0.0019978,29.646,7,4.2351
