avg,avg_err,chi2,dof,rchi2
rates,0.00029732,1.3314e-06,71.9,7,10.271
yields,0.038122,0.00017742,70.087,7,10.012
theta,7.5614,0.0039636,12.977,7,1.8538
q2,0.023518,2.6513e-05,63.902,7,9.1288
asym,2.3584,0.0025383,52.283,7,7.469
