avg,avg_err,chi2,dof,rchi2
rates,0.0043502,1.2127e-05,11.054,7,1.5791
yields,0.58432,0.001775,14.315,7,2.045
theta,8.4447,0.0035079,13.738,7,1.9625
q2,0.029618,2.5007e-05,59.225,7,8.4607
asym,2.6416,0.002219,57.535,7,8.2193
