avg,avg_err,chi2,dof,rchi2
rates,0.003043,8.6794e-06,17.983,7,2.569
yields,0.40683,0.0012583,19.234,7,2.7477
theta,8.4074,0.00365,5.4347,7,0.77638
q2,0.029336,2.5971e-05,45.765,7,6.5378
asym,2.6163,0.0023058,47.11,7,6.73
