avg,avg_err,chi2,dof,rchi2
rates,0.0067097,1.9254e-05,34.861,7,4.9802
yields,0.88775,0.0027737,30.409,7,4.3442
theta,8.3513,0.0035076,4.2357,7,0.6051
q2,0.028926,2.4819e-05,45.979,7,6.5684
asym,2.5798,0.0022037,44.576,7,6.3679
