energy,theta,Q,Q_eff,xsection,xsection_err,f_total_sq
151.800,  90.00, 1.064, 1.114, 3.190e-01, 37.0, 4.229e-06
177.200,  90.00, 1.245, 1.295, 4.090e-01, 21.0, 7.393e-06
190.200,  90.00, 1.338, 1.388, 3.320e-01, 20.0, 6.917e-06
201.300,  90.00, 1.416, 1.467, 3.330e-01, 20.0, 7.774e-06
218.100,  90.00, 1.536, 1.586, 2.300e-01, 17.0, 6.306e-06
246.600,  90.00, 1.738, 1.788, 8.800e-02, 26.0, 3.088e-06
270.000,  90.00, 1.904, 1.955, 5.060e-02, 22.0, 2.130e-06
319.400,  90.00, 2.254, 2.305, 1.110e-02, 31.0, 6.551e-07
