energy,theta,Q,Q_eff,xsection,xsection_err,f_total_sq
190.200,  90.00, 1.328, 1.378, 3.847e+00,  2.7, 8.025e-05
246.600,  90.00, 1.729, 1.779, 1.454e+00,  3.7, 5.105e-05
270.000,  90.00, 1.895, 1.945, 1.044e+00,  3.5, 4.398e-05
297.400,  90.00, 2.089, 2.139, 4.236e-01, 11.0, 2.167e-05
319.400,  90.00, 2.245, 2.295, 2.515e-01,  6.0, 1.485e-05
339.100,  90.00, 2.384, 2.434, 9.401e-02,  7.5, 6.262e-06
