energy,theta,Q,Q_eff,xsection,xsection_err,f_total_sq
190.200,  90.00, 1.331, 1.381, 1.051e+00, 13.6, 2.191e-05
201.300,  90.00, 1.410, 1.460, 1.235e+00, 11.2, 2.885e-05
246.600,  90.00, 1.732, 1.782, 4.756e-01,  8.7, 1.670e-05
270.000,  90.00, 1.898, 1.948, 2.710e-01,  8.4, 1.142e-05
297.400,  90.00, 2.092, 2.143, 6.385e-02, 16.6, 3.266e-06
319.400,  90.00, 2.248, 2.298, 2.103e-02, 31.5, 1.242e-06
339.100,  90.00, 2.388, 2.438, 2.654e-03,100.0, 1.767e-07
