energy,theta,Q,Q_eff,xsection,xsection_err,f_total_sq
100.370,  90.00, 0.692, 0.741, 3.840e+00, 46.9, 2.231e-05
190.200,  90.00, 1.332, 1.382, 2.790e+00, 15.9, 5.818e-05
201.300,  90.00, 1.411, 1.461, 2.720e+00,  6.5, 6.355e-05
246.600,  90.00, 1.733, 1.783, 1.622e+00,  4.3, 5.694e-05
270.000,  90.00, 1.899, 1.949, 1.089e+00,  3.4, 4.586e-05
297.400,  90.00, 2.093, 2.143, 3.659e-01,  5.0, 1.871e-05
319.400,  90.00, 2.249, 2.299, 1.817e-01,  6.3, 1.073e-05
339.100,  90.00, 2.388, 2.438, 8.430e-02, 12.9, 5.614e-06
