energy,theta,Q,Q_eff,xsection,xsection_err,f_total_sq
177.200,  90.00, 1.243, 1.293, 9.412e-01, 11.5, 1.702e-05
190.200,  90.00, 1.338, 1.383, 1.469e+00, 16.3, 3.061e-05
201.300,  90.00, 1.414, 1.464, 8.332e-01, 14.6, 1.946e-05
218.100,  90.00, 1.533, 1.584, 7.642e-01,  9.0, 2.096e-05
246.600,  90.00, 1.736, 1.786, 4.047e-01, 12.3, 1.420e-05
270.000,  90.00, 1.902, 1.952, 2.919e-01,  7.5, 1.229e-05
297.400,  90.00, 2.096, 2.146, 1.274e-01, 11.8, 6.515e-06
319.400,  90.00, 2.252, 2.302, 1.159e-01,  7.6, 6.841e-06
339.100,  90.00, 2.391, 2.442, 8.082e-02,  8.3, 5.328e-06
