energy,theta,Q,Q_eff,xsection,xsection_err,f_total_sq
177.200,  90.00, 1.242, 1.292, 3.281e-01, 29.5, 5.934e-06
190.200,  90.00, 1.334, 1.384, 3.647e-01, 43.4, 7.601e-06
201.300,  90.00, 1.413, 1.463, 3.263e-01, 30.6, 7.620e-06
218.100,  90.00, 1.533, 1.583, 3.056e-01, 18.2, 8.382e-06
246.600,  90.00, 1.735, 1.785, 2.809e-01, 13.9, 9.859e-06
270.000,  90.00, 1.901, 1.951, 1.435e-01, 10.9, 6.042e-06
297.400,  90.00, 2.095, 2.146, 7.940e-02, 14.6, 4.060e-06
319.400,  90.00, 2.251, 2.301, 5.587e-02, 12.6, 3.298e-06
339.100,  90.00, 2.391, 2.441, 1.945e-02, 18.0, 1.295e-06
