energy,theta,Q,Q_eff,xsection,xsection_err,f_total_sq
151.800,  90.00, 1.064, 1.114, 3.580e-01, 32.0, 4.747e-06
177.200,  90.00, 1.245, 1.295, 4.250e-01, 18.0, 7.683e-06
190.200,  90.00, 1.337, 1.387, 4.070e-01, 17.0, 8.480e-06
201.300,  90.00, 1.416, 1.466, 2.970e-01, 22.0, 6.934e-06
218.100,  90.00, 1.535, 1.586, 2.690e-01, 14.0, 7.376e-06
246.600,  90.00, 1.738, 1.788, 1.060e-01, 20.0, 3.719e-06
270.000,  90.00, 1.904, 1.954, 6.380e-02, 17.0, 2.686e-06
