energy,theta,Q,Q_eff,xsection,xsection_err,f_total_sq
100.370,  90.00, 0.692, 0.741, 1.876e+01, 11.5, 1.090e-04
190.200,  90.00, 1.332, 1.382, 6.379e+00,  3.6, 1.330e-04
201.300,  90.00, 1.411, 1.461, 3.579e+00,  5.3, 8.360e-05
246.600,  90.00, 1.733, 1.783, 4.102e-01, 11.3, 1.440e-05
270.000,  90.00, 1.899, 1.949, 1.997e-01, 15.0, 8.410e-06
297.400,  90.00, 2.093, 2.143, 1.820e-01,  8.8, 9.310e-06
319.400,  90.00, 2.249, 2.299, 1.562e-01, 13.0, 9.220e-06
339.100,  90.00, 2.388, 2.438, 8.409e-02, 16.0, 5.600e-06
