energy,theta,Q,Q_eff,xsection,xsection_err,f_total_sq
100.400,  90.00, 0.699, 0.748, 8.770e+00, 20.0, 5.084e-05
151.800,  90.00, 1.065, 1.115, 1.900e+00,  8.8, 2.519e-05
177.200,  90.00, 1.246, 1.296, 7.040e-01, 17.0, 1.272e-05
201.300,  90.00, 1.417, 1.468, 4.160e-01, 22.0, 9.710e-06
218.100,  90.00, 1.537, 1.587, 1.960e-01, 27.0, 5.374e-06
246.600,  90.00, 1.739, 1.789, 5.140e-02, 68.0, 1.803e-06
